Price        Adj Close       Close        High         Low        Open     Volume
Date                                                                             
2025-05-12  318.380005  318.380005  322.209991  311.500000  321.989990  112826700
2025-05-13  334.070007  334.070007  337.589996  316.799988  320.000000  136992600
2025-05-14  347.679993  347.679993  350.000000  337.000000  342.500000  136997300
2025-05-15  342.820007  342.820007  346.140015  334.720001  340.339996   97882600
2025-05-16  349.980011  349.980011  351.619995  342.329987  346.239990   95895700
2025-05-19  342.089996  342.089996  343.000000  333.369995  336.299988   88869900
2025-05-20  343.820007  343.820007  354.989990  341.630005  347.869995  131715500
2025-05-21  334.619995  334.619995  347.350006  332.200012  344.429993  102354800
2025-05-22  341.040009  341.040009  347.269989  331.390015  331.899994   97113400
2025-05-23  339.339996  339.339996  343.179993  333.209991  337.920013   84654800
2025-05-27  362.890015  362.890015  363.790009  347.320007  347.350006  120146400
2025-05-28  356.899994  356.899994  365.000000  355.910004  364.839996   91404300
2025-05-29  358.429993  358.429993  367.709991  356.000000  365.290009   88545700
2025-05-30  346.459991  346.459991  363.679993  345.290009  355.519989  123097900
